0.0123585,0.0120115,0.0116568,0.0112941,0.0109232,0.0105439,0.0101558,0.00975884,0.00935274,0.00893731,0.00851243,0.00807797,0.00763388,0.00718015,0.00671684,0.00624408,0.00576207,0.00527111,0.00477158,0.00426395,0.00374881,0.00322683,0.00269878,0.00216551,0.00162797,0.00108716,0.000544138,-8.99938e-19,-0.000544138,-0.00108716,-0.00162797,-0.00216551,-0.00269878,-0.00322683,-0.00374881,-0.00426395,-0.00477158,-0.00527111,-0.00576207,-0.00624408,-0.00671684,-0.00718015,-0.00763388,-0.00807797,-0.00851243,-0.00893731,-0.00935274,-0.00975884,-0.0101558,-0.0105439,-0.0109232,-0.0112941,-0.0116568,-0.0120115,-0.0123585
0.0124735,0.0121275,0.0117737,0.0114118,0.0110414,0.0106623,0.0102742,0.00987689,0.00947005,0.00905348,0.00862701,0.00819048,0.00774378,0.00728688,0.00681981,0.00634265,0.00585559,0.00535892,0.00485301,0.00433835,0.00381554,0.00328529,0.00274842,0.00220585,0.0016586,0.00110776,0.000554492,-8.83111e-19,-0.000554492,-0.00110776,-0.0016586,-0.00220585,-0.00274842,-0.00328529,-0.00381554,-0.00433835,-0.00485301,-0.00535892,-0.00585559,-0.00634265,-0.00681981,-0.00728688,-0.00774378,-0.00819048,-0.00862701,-0.00905348,-0.00947005,-0.00987689,-0.0102742,-0.0106623,-0.0110414,-0.0114118,-0.0117737,-0.0121275,-0.0124735
0.0125894,0.0122447,0.00852577,0.00824857,0.00795238,0.00765477,0.00735257,0.00704553,0.00673363,0.00641682,0.00609509,0.00576847,0.00543696,0.00510065,0.00475961,0.00441396,0.00406387,0.00370952,0.00335114,0.002989,0.0026234,0.00225468,0.00188321,0.00150941,0.0011337,0.000756538,0.000378406,-6.043e-13,-0.000378406,-0.000756538,-0.0011337,-0.00150941,-0.00188321,-0.00225468,-0.0026234,-0.002989,-0.00335114,-0.00370952,-0.00406387,-0.00441396,-0.00475961,-0.00510065,-0.00543696,-0.00576847,-0.00609509,-0.00641682,-0.00673363,-0.00704553,-0.00735257,-0.00765477,-0.00795238,-0.00824857,-0.00852577,-0.0122447,-0.0125894
0.012706,0.0123628,0.0085808,0.00830357,0.00800715,0.00770922,0.00740655,0.00709889,0.0067862,0.00646845,0.00614559,0.00581763,0.00548459,0.00514652,0.0048035,0.00445564,0.00410311,0.00374609,0.00338482,0.00301956,0.00265064,0.00227841,0.00190326,0.00152563,0.00114597,0.000764761,0.000382519,-6.90649e-13,-0.000382519,-0.000764761,-0.00114597,-0.00152563,-0.00190326,-0.00227841,-0.00265064,-0.00301956,-0.00338482,-0.00374609,-0.00410311,-0.00445564,-0.0048035,-0.00514652,-0.00548459,-0.00581763,-0.00614559,-0.00646845,-0.0067862,-0.00709889,-0.00740655,-0.00770922,-0.00800715,-0.00830357,-0.0085808,-0.0123628,-0.012706
0.012823,0.0124817,0.00863563,0.00835844,0.00806188,0.00776368,0.00746062,0.00715242,0.00683904,0.0065204,0.00619647,0.00586724,0.00553272,0.00519294,0.00484797,0.00449794,0.00414298,0.00378329,0.00341911,0.00305071,0.00267843,0.00230264,0.00192374,0.0015422,0.00115851,0.000773166,0.000386721,-7.93659e-13,-0.000386721,-0.000773166,-0.00115851,-0.0015422,-0.00192374,-0.00230264,-0.00267843,-0.00305071,-0.00341911,-0.00378329,-0.00414298,-0.00449794,-0.00484797,-0.00519294,-0.00553272,-0.00586724,-0.00619647,-0.0065204,-0.00683904,-0.00715242,-0.00746062,-0.00776368,-0.00806188,-0.00835844,-0.00863563,-0.0124817,-0.012823
0.0129404,0.0126011,0.00869015,0.00841307,0.00811643,0.00781805,0.00751468,0.00720603,0.00689201,0.00657257,0.00624765,0.00591722,0.00558127,0.00523983,0.00489297,0.00454079,0.00418342,0.00382107,0.00345397,0.00308241,0.00270673,0.00232732,0.00194462,0.00155911,0.0011713,0.000781742,0.000391007,-9.17455e-13,-0.000391007,-0.000781742,-0.0011713,-0.00155911,-0.00194462,-0.00232732,-0.00270673,-0.00308241,-0.00345397,-0.00382107,-0.00418342,-0.00454079,-0.00489297,-0.00523983,-0.00558127,-0.00591722,-0.00624765,-0.00657257,-0.00689201,-0.00720603,-0.00751468,-0.00781805,-0.00811643,-0.00841307,-0.00869015,-0.0126011,-0.0129404
0.0130577,0.0127207,0.00874422,0.00846731,0.00817069,0.00787221,0.00756861,0.00725958,0.00694502,0.00662486,0.00629903,0.00596746,0.00563016,0.00528712,0.00493841,0.00458411,0.00422436,0.00385935,0.00348933,0.00311459,0.00273549,0.00235243,0.00196587,0.00157632,0.00118432,0.000790469,0.000395365,-1.06743e-12,-0.000395365,-0.000790469,-0.00118432,-0.00157632,-0.00196587,-0.00235243,-0.00273549,-0.00311459,-0.00348933,-0.00385935,-0.00422436,-0.00458411,-0.00493841,-0.00528712,-0.00563016,-0.00596746,-0.00629903,-0.00662486,-0.00694502,-0.00725958,-0.00756861,-0.00787221,-0.00817069,-0.00846731,-0.00874422,-0.0127207,-0.0130577
0.0131747,0.0128402,0.0087977,0.00852104,0.0082245,0.00792601,0.00762226,0.00731294,0.00699793,0.00667713,0.00635046,0.00601785,0.00567925,0.00533468,0.00498417,0.0046278,0.0042657,0.00389806,0.00352512,0.00314719,0.00276463,0.00237788,0.00198741,0.00159377,0.00119753,0.000799319,0.00039978,-1.25072e-12,-0.00039978,-0.000799319,-0.00119753,-0.00159377,-0.00198741,-0.00237788,-0.00276463,-0.00314719,-0.00352512,-0.00389806,-0.0042657,-0.0046278,-0.00498417,-0.00533468,-0.00567925,-0.00601785,-0.00635046,-0.00667713,-0.00699793,-0.00731294,-0.00762226,-0.00792601,-0.0082245,-0.00852104,-0.0087977,-0.0128402,-0.0131747
0.013291,0.0129593,0.00885045,0.00857409,0.00827773,0.0079793,0.00767549,0.00736596,0.00705058,0.00672924,0.00640181,0.00606823,0.00572843,0.00538239,0.00503014,0.00467174,0.00430732,0.00393706,0.00356121,0.00318008,0.00279406,0.00240358,0.00200917,0.00161139,0.00121087,0.000808249,0.000404228,-1.4769e-12,-0.000404228,-0.000808249,-0.00121087,-0.00161139,-0.00200917,-0.00240358,-0.00279406,-0.00318008,-0.00356121,-0.00393706,-0.00430732,-0.00467174,-0.00503014,-0.00538239,-0.00572843,-0.00606823,-0.00640181,-0.00672924,-0.00705058,-0.00736596,-0.00767549,-0.0079793,-0.00827773,-0.00857409,-0.00885045,-0.0129593,-0.013291
0.0134063,0.0130776,0.00890229,0.00862631,0.00833019,0.0080319,0.00772812,0.00741847,0.00710281,0.00678101,0.00645292,0.00611845,0.00577752,0.00543008,0.00507615,0.00471578,0.00434908,0.00397623,0.00359748,0.00321315,0.00282364,0.00242942,0.00203104,0.00162909,0.00122425,0.0008172,0.000408677,-1.75896e-12,-0.000408677,-0.0008172,-0.00122425,-0.00162909,-0.00203104,-0.00242942,-0.00282364,-0.00321315,-0.00359748,-0.00397623,-0.00434908,-0.00471578,-0.00507615,-0.00543008,-0.00577752,-0.00611845,-0.00645292,-0.00678101,-0.00710281,-0.00741847,-0.00772812,-0.0080319,-0.00833019,-0.00862631,-0.00890229,-0.0130776,-0.0134063
