0.855556,0.855556,0.855556,0.855556,0.855556,0.855556,0.855556,0.855556,0.855556,0.855556,0.855556,0.855556,0.855556,0.855556
0.877778,0.877778,0.877778,0.877778,0.877778,0.877778,0.877778,0.877778,0.877778,0.877778,0.877778,0.877778,0.877778,0.877778
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.922222,0.922222,-1.29941e+06,-1.29941e+06,-1.29941e+06,-1.29941e+06,-1.29941e+06,-1.29941e+06,-1.29941e+06,-1.29941e+06,-1.29941e+06,-1.29941e+06,0.922222,0.922222
0.944444,0.944444,-1.48643e+08,-1.48643e+08,-1.48643e+08,-1.48643e+08,-1.48643e+08,-1.48643e+08,-1.48643e+08,-1.48643e+08,-1.48643e+08,-1.48643e+08,0.944444,0.944444
0.966667,0.966667,-2.32232e+07,-2.32232e+07,-2.32232e+07,-2.32232e+07,-2.32232e+07,-2.32232e+07,-2.32232e+07,-2.32232e+07,-2.32232e+07,-2.32232e+07,0.966667,0.966667
0.988889,0.988889,3.86125e+07,3.86125e+07,3.86125e+07,3.86125e+07,3.86125e+07,3.86125e+07,3.86125e+07,3.86125e+07,3.86125e+07,3.86125e+07,0.988889,0.988889
1.01111,1.01111,6.38909e+07,6.38909e+07,6.38909e+07,6.38909e+07,6.38909e+07,6.38909e+07,6.38909e+07,6.38909e+07,6.38909e+07,6.38909e+07,1.01111,1.01111
1.03333,1.03333,-2.839e+07,-2.839e+07,-2.839e+07,-2.839e+07,-2.839e+07,-2.839e+07,-2.839e+07,-2.839e+07,-2.839e+07,-2.839e+07,1.03333,1.03333
1.05556,1.05556,1.13851e+06,1.13851e+06,1.13851e+06,1.13851e+06,1.13851e+06,1.13851e+06,1.13851e+06,1.13851e+06,1.13851e+06,1.13851e+06,1.05556,1.05556
1.07778,1.07778,1.07692,1.07692,1.07692,1.07692,1.07692,1.07692,1.07692,1.07692,1.07692,1.07692,1.07778,1.07778
1.1,1.1,1.09912,1.09912,1.09912,1.09912,1.09912,1.09912,1.09912,1.09912,1.09912,1.09912,1.1,1.1
1.12222,1.12222,1.12222,1.12222,1.12222,1.12222,1.12222,1.12222,1.12222,1.12222,1.12222,1.12222,1.12222,1.12222
1.14444,1.14444,1.14444,1.14444,1.14444,1.14444,1.14444,1.14444,1.14444,1.14444,1.14444,1.14444,1.14444,1.14444
